Subgrupo7_Desc,Subgrupo5_Desc,Subgrupo4_Desc,Subgrupo3_Desc,Grupo_Desc
R05DA08,R05DA - Alcaloides del opio y derivados           ,"R05D - SUPRESORES DE LA TOS,  EXCLUYENDO COMBINACI",R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO       ,R - SISTEMA RESPIRATORIO                          
J01J,J01J - OTROS ANTIBIOTICOS                         ,J01J - OTROS ANTIBIOTICOS                         ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
J06BB01,J06BB - Inmunoglobulinas específicas              ,J06B - INMUNOGLOBULINAS                           ,J06 - SUEROS INMUNES E INMUNOGLOBULINAS           ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
J01AA02,J01AA - Tetraciclinas                             ,J01A - TETRACICLINAS                              ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
R06AD07,R06AD - Derivados de la fenotiazina               ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
C10AA05,C10AA - Inhibidores de la HMG CoA reductasa       ,"C10A - AGENTES MODIFICADORES DE LOS LÍPIDOS,MONOFA",C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS        ,C - SISTEMA CARDIOVASCULAR                        
J01EE01,J01EE - Combinaciones de sulfonamidas y trimetopri,J01E - SULFONAMIDAS Y TRIMETOPRIMA                ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
V08AA01,V08AA - Medios de contraste para rayos-X de alta o,"V08A - MEDIOS DE CONTRASTE PARA RAYOS-X, IODADOS  ",V08 - MEDIOS DE CONTRASTE                         ,V - VARIOS                                        
05D00,05D00 - CANULA LARINGUECTOMIA                     ,05D0 - CÁNULA LARINGUECTOMÍA                      ,05D - CÁNULA LARINGUECTOMÍA                       ,0 - MATERIAL DE CURA Y SONDAS                     
D07CC04,D07CC - Corticosteroides potentes en combinación c,D07C - CORTICOSTEROIDES EN COMBINACIÓN CON ANTIBIÓ,D07 - PREPARADOS DERMATOLÓGICOS CON CORTICOSTEROID,D - DERMATOLOGICOS                                
H02AB04,H02AB - Glucocorticoides                          ,"H02A - CORTICOSTEROIDES PARA USO SISTÉMICO, MONOFÁ",H02 - CORTICOSTEROIDES PARA USO SISTÉMICO         ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
A02BA03,A02BA - Antagonistas del receptor H2              ,A02B - AGENTES CONTRA LA ÚLCERA PÉPTICA Y EL REFLU,A02 - AGENTES PARA EL TRATAMIENTO DE ALTERACIONES ,A - TRACTO ALIMENTARIO Y METABOLISMO              
D05AX02,D05AX - Otros antipsoriásicos para uso tópico     ,D05A - ANTIPSORIÁSICOS PARA USO TÓPICO            ,D05 - ANTIPSORIÁSICOS                             ,D - DERMATOLOGICOS                                
J01DB04,J01DB - Cefalosporinas de primera generación      ,J01D - OTROS ANTIBACTERIANOS BETALACTÁMICOS       ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
C05CX96,C05CX - Otros agentes estabilizadores de capilares,C05C - AGENTES ESTABILIZADORES DE CAPILARES       ,C05 - VASOPROTECTORES                             ,C - SISTEMA CARDIOVASCULAR                        
J04AC51,J04AC - Hidrazidas                                ,J04A - FÁRMACOS PARA EL TRATAMIENTO DE LA TUBERCUL,J04 - ANTIMICOBACTERIAS                           ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
N04BC04,N04BC - Agonistas dopaminérgicos                  ,N04B - AGENTES DOPAMINÉRGICOS                     ,N04 - ANTIPARKINSONIANOS                          ,N - SISTEMA NERVIOSO                              
23C06,23C06 - ABSORB INC ORINA SUP-NOC ANATOMICO        ,23C0 - ABSORBENTES INCONTINENCIA ORINA            ,23C - ABSORBENTES INCONTINENCIA ORINA             ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
A05C,A05C - FÁRMACOS PARA TERAPIA BILIAR Y LIPOTRÓPICOS,A05C - FÁRMACOS PARA TERAPIA BILIAR Y LIPOTRÓPICOS,A05 - TERAPIA BILIAR Y HEPÁTICA                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A11EX,"A11EX - Vitaminas del complejo B, otras combinacio","A11E - VITAMINAS DEL COMPLEJO B, INCLUYENDO COMBIN",A11 - VITAMINAS                                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
R03A1,R03A1 - BRONCODILATADORES Y OTROS ANTIASMATICOS IN,"R03A - ADRENÉRGICOS, INHALATORIOS                 ",R03 - AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE,R - SISTEMA RESPIRATORIO                          
C04A,C04A - VASODILATADORES PERIFÉRICOS                ,C04A - VASODILATADORES PERIFÉRICOS                ,C04 - VASODILATADORES PERIFÉRICOS                 ,C - SISTEMA CARDIOVASCULAR                        
R06AX28,R06AX - Otros antihistamínicos para uso sistémico ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
B02BD08,B02BD - Factores de la coagulación sanguínea      ,B02B - VITAMINA K Y OTROS HEMOSTÁTICOS            ,B02 - ANTIHEMORRÁGICOS                            ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
R05CB06,R05CB - Mucolíticos                               ,"R05C - EXPECTORANTES, EXCLUYENDO COMBINACIONES CON",R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO       ,R - SISTEMA RESPIRATORIO                          
V09EB01,V09EB - Partículas de Tecnecio (99mTc)  para inyec,V09E - SISTEMA RESPIRATORIO                       ,V09 - PRODUCTOS RADIOFARMACÉUTICOS PARA DIAGNÓSTIC,V - VARIOS                                        
N06AB05,N06AB - Inhibidores selectivos de la recaptación d,N06A - ANTIDEPRESIVOS                             ,N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
C08CA05,C08CA - Derivados de la  dihidropiridina          ,C08C - BLOQUEANTES SELECTIVOS DE CANALES DE CALCIO,C08 - BLOQUEANTES DE CANALES DE CALCIO            ,C - SISTEMA CARDIOVASCULAR                        
C09BA04,C09BA - Inhibidores de la ECA  y  diuréticos      ,"C09B - INHIBIDORES DE LA ECA, COMBINACIONES       ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
B02AB02,B02AB - Inhibidores de la proteinasa              ,B02A - ANTIFIBRINOLÍTICOS                         ,B02 - ANTIHEMORRÁGICOS                            ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
A13A,A13A - TONICOS                                    ,A13A - TONICOS                                    ,A13 - TÓNICOS                                     ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A06AD11,A06AD - Laxantes osmóticos                        ,A06A - LAXANTES                                   ,A06 - LAXANTES                                    ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A02BC05,A02BC - Inhibidores de la bomba de protones       ,A02B - AGENTES CONTRA LA ÚLCERA PÉPTICA Y EL REFLU,A02 - AGENTES PARA EL TRATAMIENTO DE ALTERACIONES ,A - TRACTO ALIMENTARIO Y METABOLISMO              
G03BA03,G03BA - Derivados del (4) 3-oxoandrosteno         ,G03B - ANDRÓGENOS                                 ,G03 - HORMONAS SEXUALES Y MODULADORES DEL SISTEMA ,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
J01XX01,J01XX - Otros antibacterianos                     ,J01X - OTROS ANTIBACTERIANOS                      ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
B05AA01,B05AA - Sustitutos de la sangre y fracciones prote,B05A - SANGRE Y PRODUCTOS RELACIONADOS            ,B05 - SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PE,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
M01AB55,M01AB - Derivados del ácido acético y sustancias r,M01A - PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMÁTIC,M01 - PRODUCTOS ANTIINFLAMATORIOS  Y ANTIRREUMÁTIC,M - SISTEMA MUSCULOESQUELÉTICO                    
B02BB,B02BB - Fibrinógeno                               ,B02B - VITAMINA K Y OTROS HEMOSTÁTICOS            ,B02 - ANTIHEMORRÁGICOS                            ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
J01GB01,J01GB - Otros aminoglucósidos                     ,J01G - AMINOGLUCÓSIDOS ANTIBACTERIANOS            ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
A09AA02,A09AA - Preparados enzimáticos                    ,"A09A - DIGESTIVOS, INCLUYENDO ENZIMAS             ","A09 - DIGESTIVOS, INCLUYENDO ENZIMAS              ",A - TRACTO ALIMENTARIO Y METABOLISMO              
J04AB02,J04AB - Antibióticos                              ,J04A - FÁRMACOS PARA EL TRATAMIENTO DE LA TUBERCUL,J04 - ANTIMICOBACTERIAS                           ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
J01DB05,J01DB - Cefalosporinas de primera generación      ,J01D - OTROS ANTIBACTERIANOS BETALACTÁMICOS       ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
R01AA08,"R01AA - Simpaticomiméticos, monofármacos          ",R01A - DESCONGESTIVOS Y OTROS PREPARADOS NASALES P,R01 - PREPARADOS DE USO NASAL                     ,R - SISTEMA RESPIRATORIO                          
N06AB04,N06AB - Inhibidores selectivos de la recaptación d,N06A - ANTIDEPRESIVOS                             ,N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
N05AX08,N05AX - Otros antipsicóticos                      ,N05A - ANTIPSICÓTICOS                             ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
A07EC02,A07EC - Ácido aminosalicílico y agentes similares ,A07E - AGENTES ANTIINFLAMATORIOS INTESTINALES     ,"A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/AN",A - TRACTO ALIMENTARIO Y METABOLISMO              
A01AB12,A01AB - Antiinfecciosos y antisépticos para el tra,A01A - PREPARADOS ESTOMATOLÓGICOS                 ,A01 - PREPARADOS ESTOMATOLÓGICOS                  ,A - TRACTO ALIMENTARIO Y METABOLISMO              
A02A3,A02A3 - ANTIACIDOS CON ANTIESPASMODICOS           ,A02A - ANTIÁCIDOS                                 ,A02 - AGENTES PARA EL TRATAMIENTO DE ALTERACIONES ,A - TRACTO ALIMENTARIO Y METABOLISMO              
J01MA06,J01MA - Fluoroquinolonas                          ,J01M - QUINOLONAS ANTIBACTERIANAS                 ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
R06AX11,R06AX - Otros antihistamínicos para uso sistémico ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
S01ED05,S01ED - Agentes betabloqueantes                   ,S01E - PREPARADOS CONTRA EL GLAUCOMA Y MIÓTICOS1) ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
H01CA01,H01CA - Hormonas liberadoras de gonadotrofinas    ,H01C - HORMONAS HIPOTALÁMICAS                     ,H01 - HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
03B01,03B01 - VENDA ELASTICA                            ,03B0 - VENDA ELÁSTICA                             ,03B - VENDA ELÁSTICA                              ,0 - MATERIAL DE CURA Y SONDAS                     
J07BC01,J07BC - Vacunas contra la hepatitis               ,J07B - VACUNAS ANTIVIRALES                        ,J07 - VACUNAS                                     ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
N02AJ06,N02AJ - OPIOIDES COMBINACION ANALGESICOS NO OPIOID,N02A - OPIOIDES                                   ,N02 - ANALGÉSICOS                                 ,N - SISTEMA NERVIOSO                              
J01CA14,J01CA - Penicilinas con espectro ampliado         ,"J01C - ANTIBACTERIANOS BETALACTÁMICOS, PENICILINAS",J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
N03AX12,N03AX - Otros antiepilépticos                     ,N03A - ANTIEPILÉPTICOS                            ,N03 - ANTIEPILÉPTICOS                             ,N - SISTEMA NERVIOSO                              
C09AA06,"C09AA - Inhibidores de la ECA, monofármacos       ","C09A - INHIBIDORES DE LA ECA, MONOFÁRMACOS        ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
C10AA01,C10AA - Inhibidores de la HMG CoA reductasa       ,"C10A - AGENTES MODIFICADORES DE LOS LÍPIDOS,MONOFA",C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS        ,C - SISTEMA CARDIOVASCULAR                        
J01GB03,J01GB - Otros aminoglucósidos                     ,J01G - AMINOGLUCÓSIDOS ANTIBACTERIANOS            ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
J01GA01,J01GA - Estreptomicinas                           ,J01G - AMINOGLUCÓSIDOS ANTIBACTERIANOS            ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
L01CA02,L01CA - Alcaloides de la Vinca y análogos         ,L01C - ALCALOIDES DE PLANTAS Y OTROS PRODUCTOS NAT,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
A05A,A05A - TERAPIA BILIAR                             ,A05A - TERAPIA BILIAR                             ,A05 - TERAPIA BILIAR Y HEPÁTICA                   ,A - TRACTO ALIMENTARIO Y METABOLISMO              
M01AE04,M01AE - Derivados del ácido propiónico            ,M01A - PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMÁTIC,M01 - PRODUCTOS ANTIINFLAMATORIOS  Y ANTIRREUMÁTIC,M - SISTEMA MUSCULOESQUELÉTICO                    
B05AA,B05AA - Sustitutos de la sangre y fracciones prote,B05A - SANGRE Y PRODUCTOS RELACIONADOS            ,B05 - SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PE,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
26I02,26I02 - ACCES SIST IRRIGAC COLOST                 ,26I0 - SISTEMA IRRIGACIÓN COLOSTOMIA              ,26I - SISTEMA IRRIGACIÓN COLOSTOMIA               ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
M03A,M03A - AGENTES RELAJANTES MUSCULARES  DE ACCIÓN PE,M03A - AGENTES RELAJANTES MUSCULARES  DE ACCIÓN PE,M03 - RELAJANTES MUSCULARES                       ,M - SISTEMA MUSCULOESQUELÉTICO                    
H02AB09,H02AB - Glucocorticoides                          ,"H02A - CORTICOSTEROIDES PARA USO SISTÉMICO, MONOFÁ",H02 - CORTICOSTEROIDES PARA USO SISTÉMICO         ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
M09AX91,M09AX - Otros fármacos para desórdenes del sistema,M09A - OTROS FÁRMACOS PARA DESÓRDENES DEL SISTEMA ,M09 - OTROS FÁRMACOS PARA DESÓRDENES DEL SISTEMA M,M - SISTEMA MUSCULOESQUELÉTICO                    
A03FA03,A03FA - Propulsivos                               ,A03F - PROPULSIVOS                                ,A03 - AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL,A - TRACTO ALIMENTARIO Y METABOLISMO              
N06BX08,N06BX - Otros psicoestimulantes y nootrópicos     ,"N06B - PSICOESTIMULANTES, AGENTES UTILIZADOS PARA ",N06 - PSICOANALÉPTICOS                            ,N - SISTEMA NERVIOSO                              
C10AA02,C10AA - Inhibidores de la HMG CoA reductasa       ,"C10A - AGENTES MODIFICADORES DE LOS LÍPIDOS,MONOFA",C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS        ,C - SISTEMA CARDIOVASCULAR                        
R03AC02,R03AC - Agonistas selectivos de receptores beta-2 ,"R03A - ADRENÉRGICOS, INHALATORIOS                 ",R03 - AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE,R - SISTEMA RESPIRATORIO                          
N05CF02,N05CF - Fármacos relacionados con las benzodiazepi,N05C - HIPNÓTICOS Y SEDANTES                      ,N05 - PSICOLÉPTICOS                               ,N - SISTEMA NERVIOSO                              
N01AH06,N01AH - Anéstesicos opiodes                       ,N01A - ANESTÉSICOS GENERALES                      ,N01 - ANESTÉSICOS                                 ,N - SISTEMA NERVIOSO                              
R06AX17,R06AX - Otros antihistamínicos para uso sistémico ,R06A - ANTIHISTAMÍNICOS PARA USO SISTÉMICO        ,R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO         ,R - SISTEMA RESPIRATORIO                          
V07AB92,"V07AB - Agentes solventes y diluyentes, incluyendo",V07A - TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTI,V07 - TODO EL RESTO DE LOS PRODUCTOS NO TERAPÉUTIC,V - VARIOS                                        
A16AX,A16AX - Productos varios  para el tracto alimentar,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
B01AD01,B01AD - Enzimas                                   ,B01A - AGENTES ANTITROMBÓTICOS                    ,B01 - AGENTES ANTITROMBÓTICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
13A00,13A00 - TOBILLERA                                 ,13A0 - TOBILLERA                                  ,13A - TOBILLERA                                   ,1 - ELÁSTICO EXCEPTO MEDIAS                       
26H00,26H00 - APOSITOS B OSTOM ARO RES SINT MIC         ,26H0 - APOSITOS B OSTOM ARO                       ,26H - APOSITOS OSTOMIA                            ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
M01AC05,M01AC - Oxicams                                   ,M01A - PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMÁTIC,M01 - PRODUCTOS ANTIINFLAMATORIOS  Y ANTIRREUMÁTIC,M - SISTEMA MUSCULOESQUELÉTICO                    
V08CA03,V08CA - Medios de contraste paramagnéticos        ,V08C - MEDIOS DE CONTRASTE PARA ÍMÁGENES DE RESONA,V08 - MEDIOS DE CONTRASTE                         ,V - VARIOS                                        
C01CA12,C01CA - Agentes adrenérgicos y dopaminérgicos     ,C01C - ESTIMULANTES CARDÍACOS EXCLUYENDO GLUCÓSIDO,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
03A01,03A01 - VENDA DE GASA ORILLADA                    ,03A0 - VENDA DE GASA                              ,03A - VENDA DE GASA                               ,0 - MATERIAL DE CURA Y SONDAS                     
L01AB01,L01AB - Alquilsulfonatos                          ,L01A - AGENTES ALQUILANTES                        ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
S01EB08,S01EB - Parasimpaticomiméticos                    ,S01E - PREPARADOS CONTRA EL GLAUCOMA Y MIÓTICOS1) ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
