CIE9,literal_CIE9,BDCAP,literal_BDCAP,https://www.sanidad.gob.es/estadEstudios/estadisticas/estadisticas/estMinisterio/SIAP/map_cie9mc_cie10_ciap2.htm
013.65,ENCEFALITIS/MIELITIS TBC DGCO.POR HISTOLOGIA,A70,Tuberculosis,
013.66,ENCEFALITIS/MIELITIS TBC DGCO.POE OTROS TESTS,A70,Tuberculosis,
013.8,OTRAS TBC DE SNC ESPECIFICADAS,A70,Tuberculosis,
013.80,OTRAS TBC DE SNC ESPECIFICADAS NEOM,A70,Tuberculosis,
013.81,OTRAS TBC DE SNC ESPECIFICADAS NO EXAMEN,A70,Tuberculosis,
013.82,OTRAS TBC DE SNC ESPECIFICADAS EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
013.83,OTRAS TBC DE SNC ESPECIFICADAS DGCO.POR MICROSCOPIA,A70,Tuberculosis,
013.84,OTRAS TBC DE SNC ESPECIFICADAS DGCO.POR CULTIVO,A70,Tuberculosis,
013.85,OTRAS TBC DE SNC ESPECIFICADAS DGCO.POR HISTOLOGIA,A70,Tuberculosis,
013.86,OTRAS TBC DE SNC ESPECIFICADAS DGCO.POR OTROS TESTS,A70,Tuberculosis,
013.9,"TBC SNC, SIN ESPECIFICAR",A70,Tuberculosis,
013.90,TBC SNC NEOM NEOM,A70,Tuberculosis,
013.91,TBC SNC NEOM NO EXAMEN,A70,Tuberculosis,
013.92,TBC SNC NEOM EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
013.93,TBC SNC NEOM DGCO.POR MICROSCOPIA,A70,Tuberculosis,
013.94,TBC SNC NEOM DGCO.POR CULTIVO,A70,Tuberculosis,
013.95,TBC SNC NEOM DGCO.POR HISTOLOGIA,A70,Tuberculosis,
013.96,TBC SNC NEOM DGCO.POR OTROS TESTS,A70,Tuberculosis,
014,"TBC INTESTINO,PERITONEO Y G. MESENTERICAS",A70,Tuberculosis,
014.0,PERITONITIS TBC,A70,Tuberculosis,
014.00,PERITONITIS TBC NEOM,A70,Tuberculosis,
014.01,PERITONITIS TBC NO EXAMEN,A70,Tuberculosis,
014.02,PERITONITIS TBC EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
014.03,PERITONITIS TBC DGCO.POR MICROSCOPIA,A70,Tuberculosis,
014.04,PERITONITIS TBC DGCO.POR CULTIVO,A70,Tuberculosis,
014.05,PERITONITIS TBC DGCO.POR HISTOLOGIA,A70,Tuberculosis,
014.06,PERITONITIS TBC DGCO.POR OTROS TESTS,A70,Tuberculosis,
014.8,OTRAS TBC INTESTINALES,A70,Tuberculosis,
014.80,OTRAS TBC INTESTINALES NEOM,A70,Tuberculosis,
014.81,OTRAS TBC INTESTINALES NO EXAMEN,A70,Tuberculosis,
014.82,OTRAS TBC INTESTINALES EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
014.83,OTRAS TBC INTESTINALES DGCO.POR MICROSCOPIA,A70,Tuberculosis,
014.84,OTRAS TBC INTESTINALES DGCO.POR CULTIVO,A70,Tuberculosis,
014.85,OTRAS TBC INTESTINALES DGCO.POR HISTOLOGIA,A70,Tuberculosis,
014.86,OTRAS TBC INTESTINALES DGCO.POR OTROS TESTS,A70,Tuberculosis,
015,TBC OSEA Y ARTICULAR,A70,Tuberculosis,
015.0,TBC COLUMNA VERTEBRAL,A70,Tuberculosis,
015.00,TBC COLUMNA VERTEBRAL NEOM,A70,Tuberculosis,
015.01,TBC COLUMNA VERTEBRAL NO EXAMEN,A70,Tuberculosis,
015.02,TBC COLUMNA VERTEBRAL EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
015.03,TBC COLUMNA VERTEBRAL DGCO.POR MICROSCOPIA,A70,Tuberculosis,
015.04,TBC COLUMNA VERTEBRAL DGCO.POR CULTIVO,A70,Tuberculosis,
015.05,TBC COLUMNA VERTEBRAL DGCO.POR HISTOLOGIA,A70,Tuberculosis,
015.06,TBC COLUMNA VERTEBRAL DGCO.POR OTROS TESTS,A70,Tuberculosis,
015.1,TBC CADERA,A70,Tuberculosis,
015.10,TBC CADERA NEOM,A70,Tuberculosis,
015.11,TBC CADERA NO EXAMEN,A70,Tuberculosis,
015.12,TBC CADERA EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
015.13,TBC CADERA DGCO.POR MICROSCOPIA,A70,Tuberculosis,
015.14,TBC CADERA DGCO.POR CULTIVO,A70,Tuberculosis,
015.15,TBC CADERA DGCO.POR HISTOLOGIA,A70,Tuberculosis,
015.16,TBC CADERA DGCO.POR OTROS TESTS,A70,Tuberculosis,
015.2,TBC RODILLA,A70,Tuberculosis,
015.20,TBC RODILLA NEOM,A70,Tuberculosis,
015.21,TBC RODILLA NO EXAMEN,A70,Tuberculosis,
015.22,TBC RODILLA EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
015.23,TBC RODILLA DGCO.POR MICROSCOPIA,A70,Tuberculosis,
015.24,TBC RODILLA DGCO.POR CULIVO,A70,Tuberculosis,
015.25,TBC RODILLA DGCO.POR HISTOLOGIA,A70,Tuberculosis,
015.26,TBC RODILLA DGCO.POR OTROS TESTS,A70,Tuberculosis,
015.5,TBC HUESOS EXTREMIDADES,A70,Tuberculosis,
015.50,TBC HUESOS EXTREMIDADES NEOM,A70,Tuberculosis,
015.51,TBC HUESOS EXTREMIDADES NO EXAMEN,A70,Tuberculosis,
015.52,TBC HUESOS EXTREMIDADES EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
015.53,TBC HUESOS EXTREMIDADES DGCO.POR MICROSCOPIA,A70,Tuberculosis,
015.54,TBC HUESOS EXTREMIDADES DGCO.POR CULTIVO,A70,Tuberculosis,
015.55,TBC HUESOS EXTREMIDADES DGCO.POR HISTOLOGIA,A70,Tuberculosis,
015.56,TBC HUESOS EXTREMIDADES DGCO.POR OTROS TESTS,A70,Tuberculosis,
015.6,TBC MASTOIDES,A70,Tuberculosis,
015.60,TBC MASTOIDES NEOM,A70,Tuberculosis,
015.61,TBC MASTOIDES NO EXAMEN,A70,Tuberculosis,
015.62,TBC MASTOIDES EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
015.63,TBC MASTOIDES DGCO.POR MICROSCOPIA,A70,Tuberculosis,
015.64,TBC MASTOIDES DGCO.POR CULTIVO,A70,Tuberculosis,
015.65,TBC MASTOIDES DGCO.POR HISTOLOGIA,A70,Tuberculosis,
015.66,TBC MASTOIDES DGCO.POR OTROS TESTS,A70,Tuberculosis,
015.7,OTRA TBC OSEA ESPECIFICADA,A70,Tuberculosis,
015.70,OTRA TBC OSEA ESPECIFICADA NEOM,A70,Tuberculosis,
015.71,OTRA TBC OSEA ESPECIFICADA NO EXAMEN,A70,Tuberculosis,
015.72,OTRA TBC OSEA ESPECIFICADA EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
015.73,OTRA TBC OSEA ESPECIFICADA DGCO.POR MICROSCOPIA,A70,Tuberculosis,
015.74,OTRA TBC OSEA ESPECIFICADA DGCO.POR CULTIVO,A70,Tuberculosis,
015.75,OTRA TBC OSEA ESPECIFICADA DGCO.POR HISTOLOGIA,A70,Tuberculosis,
015.76,OTRA TBC OSEA ESPECIFICADA DGCO.POR OTROS TESTS,A70,Tuberculosis,
015.8,OTRA TBC ARTICULAR ESPECIFICADA,A70,Tuberculosis,
015.80,OTRA TBC ARTICULAR ESPECIFICADA NEOM,A70,Tuberculosis,
015.81,OTRA TBC ARTICULAR ESPECIFICADA NO EXAMEN,A70,Tuberculosis,
015.82,OTRA TBC ARTICULAR ESPECIFICADA EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
015.83,OTRA TBC ARTICULAR ESPECIFICADA DGCO.POR MICROSCOPIA,A70,Tuberculosis,
015.84,OTRA TBC ARTICULAR ESPECIFICADA DGCO.POR CULTIVO,A70,Tuberculosis,
015.85,OTRA TBC ARTICULAR ESPECIFICADA DGCO.POR HISTOLOGIA,A70,Tuberculosis,
015.86,OTRA TBC ARTICULAR ESPECIFICADA DGCO.POR OTROS TESTS,A70,Tuberculosis,
015.9,"TBC OSEA Y ARTICULAR, SIN ESPECIFICAR",A70,Tuberculosis,
015.90,TBC OSEA Y ARTICULAR NEOM NEOM,A70,Tuberculosis,
015.91,TBC OSEA Y ARTICULAR NEOM NO EXAMEN,A70,Tuberculosis,
015.92,TBC OSEA Y ARTICULAR NEOM EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
015.93,TBC OSEA Y ARTICULAR NEOM DGCO.POR MICROSCOPIA,A70,Tuberculosis,
015.94,TBC OSEA Y ARTICULAR NEOM DGCO.POR CULTIVO,A70,Tuberculosis,
015.95,TBC OSEA Y ARTICULAR NEOM DGCO.POR HISTOLOGIA,A70,Tuberculosis,
015.96,TBC OSEA Y ARTICULAR NEOM DGCO.POR OTROS TESTS,A70,Tuberculosis,
016,TBC GENITOURINARIA,A70,Tuberculosis,
016.0,TBC RENAL,A70,Tuberculosis,
016.00,TBC RENAL NEOM,A70,Tuberculosis,
016.01,TBC RENAL NO EXAMEN,A70,Tuberculosis,
016.02,TBC RENAL EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.03,TBC RENAL DGCO.POR MICROSCOPIA,A70,Tuberculosis,
016.04,TBC RENAL DGCO.POR CULTIVO,A70,Tuberculosis,
016.05,TBC RENAL DGCO.POR HISTOLOGIA,A70,Tuberculosis,
016.06,TBC RENAL DGCO.POR OTROS TESTS,A70,Tuberculosis,
016.1,TBC VEJIGA,A70,Tuberculosis,
016.10,TBC VEJIGA NEOM,A70,Tuberculosis,
016.11,TBC VEJIGA NO EXAMEN,A70,Tuberculosis,
016.12,TBC VEJIGA EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.13,TBC VEJIGA DGCO.POR MICROSCOPIA,A70,Tuberculosis,
016.14,TBC VEJIGA DGCO.POR CULTIVO,A70,Tuberculosis,
016.15,TBC VEJIGA DGCO.POR HISTOLOGIA,A70,Tuberculosis,
016.16,TBC VEJIGA DGCO.POR OTROS TESTS,A70,Tuberculosis,
016.2,TBC URETER,A70,Tuberculosis,
016.20,TBC URETER NEOM,A70,Tuberculosis,
016.21,TBC URETER NO EXAMEN,A70,Tuberculosis,
016.22,TBC URETER EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.23,TBC URETER DGCO.POR MICROSCOPIA,A70,Tuberculosis,
016.24,TBC URETER DGCO.POR CULTIVO,A70,Tuberculosis,
016.25,TBC URETER DGCO.POR HISTOLOGIA,A70,Tuberculosis,
016.26,TBC URETER DGCO.POR OTROS TESTS,A70,Tuberculosis,
016.3,TBC OTROS ORGANOS URINARIOS,A70,Tuberculosis,
016.30,TBC OTROS ORGANOS URINARIOS NCOC NEOM,A70,Tuberculosis,
016.31,TBC OTROS ORGANOS URINARIOS NCOC NO EXAMEN,A70,Tuberculosis,
016.32,TBC OTROS ORGANOS URINARIOS NCOC EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.33,TBC OTROS ORGANOS URINARIOS NCOC DGCO.POR MICROSCOP,A70,Tuberculosis,
016.34,TBC OTROS ORGANOS URINARIOS NCOC DGCO.POR CULTIVO,A70,Tuberculosis,
016.35,TBC OTROS ORGANOS URINARIOS NCOC DGCO.POR HISTOLOG.,A70,Tuberculosis,
016.36,TBC OTROS ORGANOS URINARIOS NCOC DGCO.OTROS TESTS,A70,Tuberculosis,
016.4,TBC EPIDIDIMO,A70,Tuberculosis,
016.40,TBC EPIDIDIMO NEOM,A70,Tuberculosis,
016.41,TBC EPIDIDIMO NO EXAMEN,A70,Tuberculosis,
016.42,TBC EPIDIDIMO EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.43,TBC EPIDIDIMO DGCO.POR MICROSCOPIA,A70,Tuberculosis,
016.44,TBC EPIDIDIMO DGCO.POR CULTIVO,A70,Tuberculosis,
016.45,TBC EPIDIDIMO DGCO.POR HISTOLOGIA,A70,Tuberculosis,
016.46,TBC EPIDIDIMO DGCO.POR OTROS TESTS,A70,Tuberculosis,
016.5,TBC OTROS ORGANOS GENITALES MASCULINOS,A70,Tuberculosis,
016.50,TBC OTROS ORGANOS GENITALES MASCULINOS NEOM,A70,Tuberculosis,
016.51,TBC OTROS ORGANOS GENITALES MASCULINOS NO EXAMEN,A70,Tuberculosis,
016.52,TBC OTROS ORGANOS GENITALES MASCULINOS EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.53,TBC OTROS ORGANOS GENITALES MASCULINOS DGCO.POR MICROSCOPIA,A70,Tuberculosis,
016.54,TBC OTROS ORGANOS GENITALES MASCULINOS DGCO.POR CULTIVO,A70,Tuberculosis,
016.55,TBC OTROS ORGANOS GENITALES MASCULINOS DGCO.POR HISTOLOGIA,A70,Tuberculosis,
016.56,TBC OTROS ORGANOS GENITALES MASCULINOS DGCO.OTROS TESTS,A70,Tuberculosis,
016.6,TBC OVARIO Y TROMPAS,A70,Tuberculosis,
016.60,TBC OVARIO Y TROMPAS NEOM,A70,Tuberculosis,
016.61,TBC OVARIO Y TROMPAS NO EXAMEN,A70,Tuberculosis,
016.62,TBC OVARIO Y TROMPAS EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.63,TBC OVARIO Y TROMPAS DGCO.POR MICROSCOPIA,A70,Tuberculosis,
016.64,TBC OVARIO Y TROMPAS DGCO.POR CULTIVO,A70,Tuberculosis,
016.65,TBC OVARIO Y TROMPAS DGCO.POR HISTOLOGIA,A70,Tuberculosis,
016.66,TBC OVARIO Y TROMPAS DGCO.POR OTROS TESTS,A70,Tuberculosis,
016.7,TBC OTROS ORGANOS GENITALES FEMENINOS,A70,Tuberculosis,
016.70,TBC OTROS ORGANOS GENITALES FEMENINOS NEOM,A70,Tuberculosis,
016.71,TBC OTROS ORGANOS GENITALES FEMENINOS NO EXAMEN,A70,Tuberculosis,
016.72,TBC OTROS ORGANOS GENITALES FEMENINOS EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.73,TBC OTROS ORGANOS GENITALES FEMENINOS DGCO.POR MICROSC,A70,Tuberculosis,
016.74,TBC OTROS ORGANOS GENITALES FEMENINOS DGCO.POR CULTIVO,A70,Tuberculosis,
016.75,TBC OTROS ORGANOS GENITALES FEMENINOS DGCO.POR HISTOLO,A70,Tuberculosis,
016.76,TBC OTROS ORGANOS GENITALES FEMENINOS DGCO.OTROS TESTS,A70,Tuberculosis,
016.9,"TBC GENITOURINARIA, SIN ESPECIFICAR",A70,Tuberculosis,
016.90,TBC GENITOURINARIA NEOM NEOM,A70,Tuberculosis,
016.91,TBC GENITOURINARIA NEOM NO EXAMEN,A70,Tuberculosis,
016.92,TBC GENITOURINARIA NEOM EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
016.93,TBC GENITOURINARIA NEOM DGCO.POR MICROSCOPIA,A70,Tuberculosis,
016.94,TBC GENITOURINARI NEOM DGCO.POR CULTIVO,A70,Tuberculosis,
016.95,TBC GENITOURINARIA NEOM DGCO.POR HISTOLOGIA,A70,Tuberculosis,
016.96,TBC GENITOURINARIA NEOM DGCO.POR OTROS TESTS,A70,Tuberculosis,
017,TBC OTROS ORGANOS,A70,Tuberculosis,
017.0,TBC PIEL Y TEJ.CEL.SUBCT.,A70,Tuberculosis,
017.00,TBC PIEL Y TEJ.CEL.SUBCT NEOM,A70,Tuberculosis,
017.01,TBC PIEL Y TEJ.CEL.SUBCT NO EXAMEN,A70,Tuberculosis,
017.02,TBC PIEL Y TEJ.CEL.SUBCT EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.03,TBC PIEL Y TEJ.CEL.SUBCT DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.04,TBC PIEL Y TEJ.CEL.SUBCT DGCO.POR CULTIVO,A70,Tuberculosis,
017.05,TBC PIEL Y TEJ.CEL.SUBCT DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.06,TBC PIEL Y TEJ.CEL.SUBCT DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.1,TBC CON ERITEMA NUDOSO REACC. HIPERSENSIBILIDAD,A70,Tuberculosis,
017.10,TBC CON ERITEMA NUDOSO REACC. HIPERSENSIBILIDAD NEOM,A70,Tuberculosis,
017.11,TBC CON ERITEMA NUDOSO REACC. HIPERSENSIBILIDAD NO EXAMEN,A70,Tuberculosis,
017.12,TBC CON ERITEMA NUDOSO REACC. HIPERSENSIBILIDAD EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.13,TBC CON ERITEMA NUDOSO REACC. HIPERSENSIBILIDAD DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.14,TBC CON ERITEMA NUDOSO REACC. HIPERSENSIBILIDAD DGCO.POR CULTIVO,A70,Tuberculosis,
017.15,TBC CON ERITEMA NUDOSO REACC. HIPERSENSIBILIDAD DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.16,TBC CON ERITEMA NUDOSO REACC. HIPERSENSIBILIDAD DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.2,TBC GANGLIOS LINFATICOS PERIFERICOS,A70,Tuberculosis,
017.20,TBC GGL.LINF.PERIFERICOS NEOM,A70,Tuberculosis,
017.21,TBC GGL.LINF.PERIFERICOS NO EXAMEN,A70,Tuberculosis,
017.22,TBC GGL.LINF.PERIFERICOS EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.23,TBC GGL.LINF.PERIFERICOS DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.24,TBC GGL.LINF.PERIFERICOS DGCO.POR CULTIVO,A70,Tuberculosis,
017.25,TBC GGL.LINF.PERIFERICOS DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.26,TBC.GGL.LINF.PERIFERICOS DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.3,TBC OCULAR,A70,Tuberculosis,
017.30,TBC OCULAR NEOM,A70,Tuberculosis,
017.31,TBC OCULAR NO EXAMEN,A70,Tuberculosis,
017.32,TBC OCULAR EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.33,TBC OCULAR DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.34,TBC OCULAR DGCO.POR CULTIVO,A70,Tuberculosis,
017.35,TBC OCULAR DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.36,TBC OCULAR DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.4,TBC OIDO,A70,Tuberculosis,
017.40,TBC OIDO NEOM,A70,Tuberculosis,
017.41,TBC OIDO NO EXAMEN,A70,Tuberculosis,
017.42,TBC OIDO EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.43,TBC OIDO DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.44,TBC OIDO DGCO.POR CULTIVO,A70,Tuberculosis,
017.45,TBC OIDO DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.46,TBC OIDO DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.5,TBC TIROIDES,A70,Tuberculosis,
017.50,TBC TIROIDES NEOM,A70,Tuberculosis,
017.51,TBC TIROIDES NO EXAMEN,A70,Tuberculosis,
017.52,TBC TIROIDES EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.53,TBC TIROIDES DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.54,TBC TIROIDES DGCO.POR CULTIVO,A70,Tuberculosis,
017.55,TBC TIROIDES DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.56,TBC TIROIDES DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.6,TBC SUPRARRENAL,A70,Tuberculosis,
017.60,TBC SUPRARRENAL NEOM,A70,Tuberculosis,
017.61,TBC SUPRARRENAL NO EXAMEN,A70,Tuberculosis,
017.62,TBC SUPRARRENAL EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.63,TBC SUPRARRENAL DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.64,TBC SUPRARRENAL DGCO.POR CULTIVO,A70,Tuberculosis,
017.65,TBC SUPRARRENAL DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.66,TBC SUPRARRENAL DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.7,TBC BAZO,A70,Tuberculosis,
017.70,TBC ESPLENICA NEOM,A70,Tuberculosis,
017.71,TBC ESPLENICA NO EXAMEN,A70,Tuberculosis,
017.72,TBC ESPLENICA EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.73,TBC ESPLENICA DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.74,TBC ESPLENICA DGCO.POR CULTIVO,A70,Tuberculosis,
017.75,TBC ESPLENICA DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.76,TBC ESPLENICA DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.8,TBC ESOFAGICA,A70,Tuberculosis,
017.80,TBC ESOFAGICA NEOM,A70,Tuberculosis,
017.81,TBC ESOFAGICA NO EXAMEN,A70,Tuberculosis,
017.82,TBC ESOFAGICA EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.83,TBC ESOFAGICA DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.84,TBC ESOFAGICA DGCO.POR CULTIVO,A70,Tuberculosis,
017.85,TBC ESOFAGICA DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.86,TBC ESOFAGICA DGCO.POR OTROS TESTS,A70,Tuberculosis,
017.9,TBC DE OTROS ORGANOS ESPECIFICADOS,A70,Tuberculosis,
017.90,TBC DE OTROS ORGANOS ESPECIFICADOS,A70,Tuberculosis,
017.91,TBC DE OTROS ORGANOS ESPECIFICADOS NO EXAMEN,A70,Tuberculosis,
017.92,TBC DE OTROS ORGANOS ESPECIFICADOS EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
017.93,TBC DE OTROS ORGANOS ESPECIFICADOS DGCO.POR MICROSCOPIA,A70,Tuberculosis,
017.94,TBC DE OTROS ORGANOS ESPECIFICADOS DGCO.POR CULTIVO,A70,Tuberculosis,
017.95,TBC DE OTROS ORGANOS ESPECIFICADOS DGCO.POR HISTOLOGIA,A70,Tuberculosis,
017.96,TBC DE OTROS ORGANOS ESPECIFICADOS DGCO.POR OTROS TESTS,A70,Tuberculosis,
018,TBC MILIARIA,A70,Tuberculosis,
018.0,TBC MILIARIA AGUDA,A70,Tuberculosis,
018.00,TBC MILIAR AGUDA NEOM,A70,Tuberculosis,
018.01,TBC MILIAR AGUDA NO EXAMEN,A70,Tuberculosis,
018.02,TBC MILIAR AGUDA EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
018.03,TBC MILIAR AGUDA DGCO.POR MICROSCOPIA,A70,Tuberculosis,
018.04,TBC MILIAR AGUDA DGCO.POR CULTIVO,A70,Tuberculosis,
018.05,TBC MILIAR AGUDA DGCO POR HISTOLOGIA,A70,Tuberculosis,
018.06,TBC MILIAR AGUDA DGCO.POR OTROS TESTS,A70,Tuberculosis,
018.8,OTRAS TBC MILIARIAS ESPECIFICADAS,A70,Tuberculosis,
018.80,OTRAS TBC MILIARES ESPECIFICADAS NEOM,A70,Tuberculosis,
018.81,OTRAS TBC MILIARES ESPECIFICADAS NO EXAMEN,A70,Tuberculosis,
018.82,OTRAS TBC MILIARES ESPECIFICADAS EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
018.83,OTRAS TBC MILIARES ESPECIFICADAS DGCO.POR MICROSCOPIA,A70,Tuberculosis,
018.84,OTRAS TBC MILIARES ESPECIFICADAS DGCO.POR CULTIVO,A70,Tuberculosis,
018.85,OTRAS TBC MILIARES ESPECIFICADAS DGCO.POR HISTOLOGIA,A70,Tuberculosis,
018.86,OTRAS TBC MILIARES ESPECIFICADAS DGCO.POR OTROS TESTS,A70,Tuberculosis,
018.9,TBC MILIARIA SIN ESPECIFICAR,A70,Tuberculosis,
018.90,TBC MILIAR NEOM NEOM,A70,Tuberculosis,
018.91,TBC MILIAR NEOM NO EXAMEN,A70,Tuberculosis,
018.92,TBC MILIAR NEOM EXAMEN RESULTADO DESCONOCIDO,A70,Tuberculosis,
018.93,TBC MILIAR NEOM DGCO.POR MICROSCOPIA,A70,Tuberculosis,
018.94,TBC MILIAR NEOM DGCO.POR CULTIVO,A70,Tuberculosis,
018.95,TBC MILIAR NEOM DGCO.POR HISTOLOGIA,A70,Tuberculosis,
018.96,TBC MILIAR NEOM DGCO.POR OTROS TESTS,A70,Tuberculosis,
020,PESTE,A78,Otras enfermedades infecciosas no especificadas,
020.0,PESTE BUBONICA,A78,Otras enfermedades infecciosas no especificadas,
020.1,PESTE CELULOCUTANEA,A78,Otras enfermedades infecciosas no especificadas,
020.2,PESTE SEPTICEMICA,A78,Otras enfermedades infecciosas no especificadas,
020.3,PESTE NEUMONICA PRIMARIA,A78,Otras enfermedades infecciosas no especificadas,
020.4,PESTE NEUMONICA SECUNDARIA,A78,Otras enfermedades infecciosas no especificadas,
020.5,PESTE NEUMONICA SIN ESPECIFICAR,A78,Otras enfermedades infecciosas no especificadas,
020.8,OTROS TIPOS DE PESTE ESPECIFICADOS,A78,Otras enfermedades infecciosas no especificadas,
020.9,PESTE SIN ESPECIFICAR,A78,Otras enfermedades infecciosas no especificadas,
021,TULAREMIA,A78,Otras enfermedades infecciosas no especificadas,
021.0,TULAREMIA ULCEROGLANDULAR,A78,Otras enfermedades infecciosas no especificadas,
021.1,TULAREMIA ENTERICA,D70,Infección gastrointestinal,
021.2,TULAREMIA PULMONAR,R81.01,Neumonía bacteriana,
021.3,TULAREMIA OCULOGLANDULAR,A78,Otras enfermedades infecciosas no especificadas,
021.8,OTRAS TULAREMIAS ESPECIFICADAS,A78,Otras enfermedades infecciosas no especificadas,
021.9,TULAREMIA   SIN ESPECIFICAR,A78,Otras enfermedades infecciosas no especificadas,
022,ANTRAX,A78,Otras enfermedades infecciosas no especificadas,
022.0,ANTRAX CUTANEO,S76,Otras infecciones de la piel,
022.1,ANTRAX PULMONAR,R83,Otras infecciones respiratorias,
022.2,ANTRAX GASTROINTESTINAL,D70,Infección gastrointestinal,
022.3,SEPTICEMIA POR ANTRAX,A78,Otras enfermedades infecciosas no especificadas,
022.8,OTRAS MANIFESTACIONES ESPECIFICAS DE ANTRAX,A78,Otras enfermedades infecciosas no especificadas,
022.9,ANTRAX SIN ESPECIFICAR,A78,Otras enfermedades infecciosas no especificadas,
023,BRUCELOSIS,A78,Otras enfermedades infecciosas no especificadas,
023.0,BRUCELLA MELITENSIS,A78,Otras enfermedades infecciosas no especificadas,
023.1,BRUCELLA ABORTUS,A78,Otras enfermedades infecciosas no especificadas,
023.2,BRUCELLA SUIS,A78,Otras enfermedades infecciosas no especificadas,
023.3,BRUCELLA CANIS,A78,Otras enfermedades infecciosas no especificadas,
023.8,OTRAS BRUCELOSIS,A78,Otras enfermedades infecciosas no especificadas,
023.9,BRUCELOSIS   SIN ESPECIFICAR,A78,Otras enfermedades infecciosas no especificadas,
024,MUERMO,A78,Otras enfermedades infecciosas no especificadas,
025,MELIOIDOSIS,A78,Otras enfermedades infecciosas no especificadas,
026,FIEBRE POR MORDEDURA RATA,A78,Otras enfermedades infecciosas no especificadas,
026.0,FIEBRE ESPIRILAR,A78,Otras enfermedades infecciosas no especificadas,
026.1,FIEBRE ESTREPTOBACILAR,A78,Otras enfermedades infecciosas no especificadas,
026.9,FIEBRE POR MORDEDURA RATA SIN ESPECIFICAR,A78,Otras enfermedades infecciosas no especificadas,
027,OTRAS ZOONOSIS BACTERIANAS,A78,Otras enfermedades infecciosas no especificadas,
027.0,LISTERIOSIS,A78,Otras enfermedades infecciosas no especificadas,
